,TCONST,TITLE,YEAR,BECHDEL,SCORES,VOTES,BUDGETS,RELEASED_DAY,RELEASED_MON,RELEASED_YEAR,COUNTRY,WINNER
575,tt0097123,crimes and misdemeanors,1989,1,7.9,50739,19000000,3,11,1989,USA,0
576,tt0098635,when harry met sally,1989,1,7.6,178639,16000000,21,7,1989,USA,0
577,tt0097240,drugstore cowboy,1989,1,7.4,29870,2500000,20,10,1989,USA,0
578,tt0100142,metropolitan,1990,1,7.4,8672,225000,3,8,1990,USA,0
579,tt0100150,miller's crossing,1990,0,7.8,118833,14000000,5,10,1990,USA,0
580,tt0100557,the nasty girl,1990,0,7.4,2280,650000,15,2,1990,West Germany,0
581,tt0100486,reversal of fortune,1990,0,7.2,13359,4880000,9,11,1990,USA,0
582,tt0099776,europa europa,1990,1,7.6,13754,1850000,14,11,1990,France,0
583,tt0099703,the grifters,1990,0,7,23746,5000000,25,1,1991,USA,0
584,tt0100234,close-up,1990,1,8.3,12772,180000,30,10,1991,France,0
585,tt0099334,cyrano de bergerac,1990,0,7.5,20888,15300000,1,12,1990,USA,0
586,tt0099685,goodfellas,1990,1,8.7,915512,25000000,21,9,1990,USA,0
587,tt0101700,delicatessen,1991,0,7.6,75440,4063422,3,4,1992,USA,0
588,tt0101428,la belle noiseuse,1991,0,7.7,6003,150000,4,9,1991,France,0
589,tt0102138,jfk,1991,1,8,131603,40000000,20,12,1991,USA,0
590,tt0101507,boyz n the hood,1991,1,7.8,113454,6500000,12,7,1991,USA,0
591,tt0103064,terminator 2: judgment day,1991,0,8.5,916747,102000000,3,7,1991,USA,0
592,tt0103074,thelma & louise,1991,1,7.4,123099,16500000,24,5,1991,USA,0
593,tt0101414,beauty and the beast,1991,1,8,393788,25000000,22,11,1991,USA,0
594,tt0101640,raise the red lantern,1991,1,8.2,26585,11000000,18,12,1991,Italy,0
595,tt0101765,the double life of véronique,1991,0,7.8,36806,320000,22,11,1991,USA,0
596,tt0102592,one false move,1992,0,7.2,8941,80000,8,5,1992,USA,0
597,tt0104797,malcolm x,1992,1,7.7,76353,33000000,18,11,1992,USA,0
598,tt0105151,the player,1992,0,7.6,49851,8000000,8,5,1992,USA,0
599,tt0104036,the crying game,1992,0,7.3,47654,2300000,19,2,1993,USA,0
600,tt0105197,the story of qiu ju,1992,0,7.6,4981,700000,16,4,1993,USA,0
601,tt0105236,reservoir dogs,1992,1,8.3,833645,1200000,2,9,1992,France,0
602,tt0104454,howards end,1992,1,7.5,26111,8000000,26,2,1993,USA,0
603,tt0103639,aladdin,1992,1,8,326508,28000000,25,11,1992,USA,0
604,tt0104348,glengarry glen ross,1992,1,7.8,89107,12500000,2,10,1992,USA,0
605,tt0107822,the piano,1993,1,7.6,73457,7000000,11,2,1994,USA,0
606,tt0108122,short cuts,1993,1,7.7,39825,2000000,1,10,1993,Italy,0
607,tt0107290,jurassic park,1993,1,8.1,790229,63000000,11,6,1993,USA,0
608,tt0107943,the remains of the day,1993,0,7.9,58416,15000000,19,11,1993,USA,0
609,tt0106332,farewell my concubine,1993,1,8.1,22388,4000000,15,10,1993,USA,0
610,tt0106226,the age of innocence,1993,0,7.2,44633,30000000,1,10,1993,USA,0
611,tt0106438,blue,1993,1,7.3,1745,90000,3,12,1993,USA,0
612,tt0107048,groundhog day,1993,1,8,545350,14600000,12,2,1993,USA,0
613,tt0106977,the fugitive,1993,0,7.8,246996,44000000,6,8,1993,USA,0
614,tt0110932,quiz show,1994,1,7.5,61167,31000000,7,10,1994,USA,0
615,tt1245526,red,1994,1,7,272853,58000000,15,10,2010,USA,0
616,tt0109831,four weddings and a funeral,1994,1,7.1,127537,4400000,15,4,1994,USA,0
617,tt0110299,lamerica,1994,0,7.6,1943,2350000,4,10,1995,USA,0
618,tt0109508,crumb,1994,0,8,16983,900000,28,4,1995,USA,0
619,tt0114369,seven,1994,1,8.6,1301465,33000000,22,9,1995,USA,0
620,tt0111161,the shawshank redemption,1994,0,9.3,2119581,25000000,14,10,1994,USA,0
621,tt0110912,pulp fiction,1994,1,8.9,1658791,8000000,14,10,1994,USA,0
622,tt0110057,hoop dreams,1994,0,8.3,22426,700000,14,10,1994,USA,0
623,tt0111507,white,1994,1,7.7,56241,380000,10,6,1994,USA,0
624,tt0113277,heat,1995,1,8.2,527904,60000000,15,12,1995,USA,0
625,tt0112384,apollo 13,1995,1,7.6,248142,52000000,30,6,1995,USA,0
626,tt0113627,leaving las vegas,1995,0,7.5,107402,3600000,9,2,1996,USA,0
627,tt0112769,la cérémonie,1995,0,7.6,8927,4100000,20,12,1996,USA,0
628,tt0112431,babe,1995,1,6.8,109811,30000000,4,8,1995,USA,0
629,tt0114814,the usual suspects,1995,0,8.6,915165,6000000,15,9,1995,USA,0
630,tt0114709,toy story,1995,1,8.3,806913,30000000,22,11,1995,USA,0
631,tt0112641,casino,1995,1,8.2,417703,52000000,22,11,1995,USA,0
632,tt0114388,sense and sensibility,1995,1,7.7,92931,16000000,26,1,1996,USA,0
633,tt0116790,kolya,1996,0,7.8,13648,1207570,24,1,1997,USA,0
634,tt0117318,the people vs. larry flynt,1996,0,7.3,82836,36000000,10,1,1997,USA,0
635,tt0116905,lone star,1996,1,7.5,26321,5000000,21,6,1996,USA,0
636,tt0117951,trainspotting,1996,1,8.1,593203,3500000,9,8,1996,USA,0
637,tt0116695,jerry maguire,1996,1,7.3,223907,50000000,13,12,1996,USA,0
638,tt0117631,shine,1996,1,7.7,48817,5500000,14,2,1997,USA,0
639,tt0117589,secrets & lies,1996,1,8,33966,4500000,28,2,1997,USA,0
640,tt0116282,fargo,1996,1,8.1,566113,7000000,5,4,1996,USA,0
641,tt0115751,breaking the waves,1996,0,7.9,57720,7500000,13,11,1996,USA,0
642,tt0119822,as good as it gets,1997,1,7.7,255953,50000000,25,12,1997,USA,0
643,tt0118799,life is beautiful,1997,0,8.6,559338,20000000,12,2,1999,USA,0
644,tt0118804,the butcher boy,1997,0,7.2,8709,300000,20,2,1998,Ireland,0
645,tt0119008,donnie brasco,1997,1,7.8,256660,35000000,28,2,1997,USA,0
646,tt0120255,the sweet hereafter,1997,0,7.6,30196,3786575,21,11,1997,USA,0
647,tt0118749,boogie nights,1997,1,7.9,221037,15000000,31,10,1997,USA,0
648,tt0120265,taste of cherry,1997,1,7.7,19325,860000,26,11,1997,France,0
649,tt0119164,the full monty,1997,0,7.2,93287,3500000,19,9,1997,USA,0
650,tt0119488,l.a. confidential,1997,1,8.3,497323,35000000,19,9,1997,USA,0
651,tt0147612,happiness,1998,1,7.8,62935,2200000,16,10,1998,USA,0
652,tt0120863,the thin red line,1998,0,7.6,161409,52000000,15,1,1999,USA,0
653,tt0154421,the idiots,1998,0,6.8,27987,2500000,21,5,1998,France,0
654,tt0120382,the truman show,1998,0,8.1,846319,60000000,5,6,1998,USA,0
655,tt0128445,rushmore,1998,1,7.7,158067,9000000,19,2,1999,USA,0
656,tt0120815,saving private ryan,1998,1,8.6,1122842,70000000,24,7,1998,USA,0
657,tt0154420,the celebration,1998,1,8.1,73717,1300000,19,6,1998,Denmark,0
658,tt0140888,central station,1998,1,8,32688,2900000,20,11,1998,USA,0
659,tt0130827,run lola run,1998,1,7.7,179837,1987441,18,6,1999,USA,0
660,tt0120601,being john malkovich,1999,1,7.8,290157,13000000,3,12,1999,USA,0
661,tt0133093,the matrix,1999,0,8.7,1524602,63000000,31,3,1999,USA,0
662,tt0151568,topsy-turvy,1999,1,7.4,11111,10000000,11,2,2000,USA,0
663,tt0120188,three kings,1999,0,7.1,153256,45000000,1,10,1999,USA,0
664,tt0167404,the sixth sense,1999,0,8.1,850640,40000000,6,8,1999,USA,0
665,tt0166896,the straight story,1999,0,8,75058,10000000,3,11,1999,France,0
666,tt0140352,the insider,1999,0,7.9,150533,68000000,5,11,1999,USA,0
667,tt0185125,all about my mother,1999,1,7.9,81429,4989091,31,3,2000,USA,0
668,tt0175880,magnolia,1999,1,8,271315,37000000,7,1,2000,USA,0
669,tt0249462,billy elliot,2000,1,7.7,116365,5000000,10,11,2000,USA,0
670,tt0245712,amores perros,2000,1,8.1,208224,2000000,13,4,2001,USA,0
671,tt0181865,traffic,2000,1,7.6,186927,48000000,5,1,2001,USA,0
672,tt0190332,"crouching tiger, hidden dragon",2000,1,7.9,241128,17000000,12,1,2001,USA,0
673,tt0120630,chicken run,2000,1,7,165095,45000000,23,6,2000,USA,0
674,tt0209144,memento,2000,1,8.5,1038588,9000000,25,5,2001,USA,0
675,tt0244316,yi yi,2000,0,8.1,17316,255999,16,12,2000,Japan,0
676,tt0181875,almost famous,2000,1,7.9,236142,60000000,22,9,2000,USA,0
677,tt0118694,in the mood for love,2000,1,8.1,107075,1333333,9,3,2001,USA,0
678,tt0166924,mulholland dr.,2001,1,8,292991,15000000,19,10,2001,USA,0
679,tt0245429,spirited away,2001,1,8.6,565132,19000000,28,3,2003,USA,0
680,tt0120737,the lord of the rings: fellowship of the ring,2001,0,8.8,1524076,93000000,19,12,2001,USA,0
681,tt0245574,y tu mamá también,2001,0,7.7,107915,2000000,26,4,2002,USA,0
682,tt0211915,amélie,2001,0,8.3,656892,13036814,8,2,2002,USA,0
683,tt0126029,shrek,2001,1,7.9,567446,60000000,18,5,2001,USA,0
684,tt0280707,gosford park,2001,1,7.3,74230,19800000,18,1,2002,USA,0
685,tt0283509,no man's land,2001,0,8,42269,2100000,19,9,2001,France,0
686,tt0203009,moulin rouge!,2001,1,7.6,253069,50000000,1,6,2001,USA,0
687,tt0169102,lagaan,2001,0,8.1,93591,6000000,15,6,2001,USA,0
688,tt0268126,adaptation.,2002,0,7.7,165943,19000000,14,2,2003,USA,0
689,tt0297884,far from heaven,2002,1,7.4,41519,13500000,10,1,2003,USA,0
690,tt0317248,city of god,2002,1,8.6,650244,3300000,13,2,2004,USA,0
691,tt0253474,the pianist,2002,0,8.5,651056,35000000,28,3,2003,USA,0
692,tt0287467,talk to her,2002,1,8,97768,1822654,14,2,2003,USA,0
693,tt0167261,the lord of the rings: the two towers,2002,0,8.7,1364104,94000000,18,12,2002,USA,0
694,tt0301978,ten,2002,1,7.5,6257,96589,18,9,2002,France,0
695,tt0217505,gangs of new york,2002,1,7.5,374340,100000000,20,12,2002,USA,0
696,tt0274558,the hours,2002,0,7.5,117301,25000000,14,2,2003,USA,0
697,tt0167260,the lord of the rings: return of the king,2003,0,8.9,1508444,94000000,17,12,2003,USA,0
698,tt0335266,lost in translation,2003,1,7.7,376835,4000000,3,10,2003,USA,0
699,tt0301357,"good bye, lenin!",2003,0,7.7,129691,4800000,14,5,2004,USA,0
700,tt0327056,mystic river,2003,1,8,390894,25000000,15,10,2003,USA,0
701,tt0311113,master and commander: the far side of the world,2003,1,7.4,190323,150000000,14,11,2003,USA,0
702,tt0364569,oldboy,2003,1,8.4,463611,3000000,21,11,2003,South,0
703,tt0266543,finding nemo,2003,1,8.1,875770,94000000,30,5,2003,USA,0
704,tt0286244,the triplets of belleville,2003,0,7.8,48001,9500000,13,2,2004,USA,0
705,tt0338135,the barbarian invasions,2003,0,7.6,27080,4545450,5,3,2004,USA,0
706,tt0276919,dogville,2003,1,8,127285,12356459,23,4,2004,USA,0
707,tt0375063,sideways,2004,1,7.5,170497,12000000,21,1,2005,USA,0
708,tt0363163,downfall,2004,1,8.2,308204,13500000,8,4,2005,USA,0
709,tt0395169,hotel rwanda,2004,0,8.1,315207,17500000,4,2,2005,USA,0
710,tt0338751,the aviator,2004,0,7.5,309901,110000000,25,12,2004,USA,0
711,tt0385004,house of flying daggers,2004,0,7.5,102801,14409000,14,1,2005,USA,0
712,tt0338013,eternal sunshine of the spotless mind,2004,1,8.3,832094,20000000,19,3,2004,USA,0
713,tt0308644,finding neverland,2004,1,7.7,191454,25000000,17,12,2004,USA,0
714,tt0383694,vera drake,2004,1,7.7,22513,11000000,4,2,2005,USA,0
715,tt0408306,munich,2005,1,7.6,199635,70000000,6,1,2006,USA,0
716,tt0388795,brokeback mountain,2005,1,7.7,301670,14000000,13,1,2006,USA,0
717,tt0427312,grizzly man,2005,0,7.8,48591,200000,2,9,2005,USA,0
718,tt0433383,"good night, and good luck.",2005,1,7.5,90570,7500000,4,11,2005,USA,0
719,tt0387898,caché,2005,0,7.3,66751,8000000,17,2,2006,USA,0
720,tt0379725,capote,2005,1,7.4,117768,7000000,3,2,2006,USA,0
721,tt0419294,the three burials of melquiades estrada,2005,0,7.4,37174,15000000,24,2,2006,USA,0
722,tt0468565,tsotsi,2005,0,7.3,26814,3000000,31,3,2006,USA,0
723,tt0445620,paradise now,2005,1,7.5,21465,2000000,18,11,2005,USA,0
724,tt0399146,a history of violence,2005,1,7.5,211962,32000000,30,9,2005,USA,0
725,tt0449059,little miss sunshine,2006,1,7.8,412038,8000000,18,8,2006,USA,0
726,tt0468492,the host,2006,0,7,85912,10143262,30,3,2007,USA,0
727,tt0475276,united 93,2006,0,7.6,93156,15000000,28,4,2006,USA,0
728,tt0443453,borat: cultural learnings of america for make benefit glorious nation of kazakhstan,2006,1,7.3,334024,18000000,3,11,2006,USA,0
729,tt0436697,the queen,2006,0,7.3,98367,9800000,17,11,2006,USA,0
730,tt0457430,pan's labyrinth,2006,1,8.2,576294,13500000,19,1,2007,USA,0
731,tt0449467,babel,2006,1,7.5,274526,25000000,10,11,2006,USA,0
732,tt0441909,volver,2006,1,7.6,88296,7450000,26,1,2007,USA,0
733,tt0405094,the lives of others,2006,0,8.4,326253,2000000,30,3,2007,USA,0
734,tt0783233,atonement,2007,1,7.8,229884,30000000,11,1,2008,USA,0
735,tt1032846,"4 months, 3 weeks and 2 days",2007,1,7.9,52361,590000,14,9,2007,Romania,0
736,tt0808417,persepolis,2007,1,8.1,82553,7300000,22,2,2008,USA,0
737,tt0467406,juno,2007,1,7.5,468010,7500000,25,12,2007,USA,0
738,tt0469494,there will be blood,2007,1,8.2,467542,25000000,25,1,2008,USA,0
739,tt0465538,michael clayton,2007,1,7.3,149268,25000000,12,10,2007,USA,0
740,tt0382932,ratatouille,2007,1,8,585854,150000000,29,6,2007,USA,0
741,tt0401383,the diving bell and the butterfly,2007,0,8,98872,12800000,1,2,2008,USA,0
742,tt0758758,into the wild,2007,1,8.1,527751,15000000,19,10,2007,USA,0
743,tt0910970,wall•e,2008,0,8.4,915835,180000000,27,6,2008,USA,0
744,tt0421715,the curious case of benjamin button,2008,0,7.8,543195,150000000,25,12,2008,USA,0
745,tt0870111,frost/nixon,2008,1,7.7,97411,25000000,23,1,2009,USA,0
746,tt1013753,milk,2008,1,7.6,156597,20000000,30,1,2009,USA,0
747,tt0468569,the dark knight,2008,1,9,2085197,185000000,18,7,2008,USA,0
748,tt1185616,waltz with bashir,2008,1,8,52513,1500000,12,6,2008,Israel,0
749,tt1139797,let the right one in,2008,1,7.9,195919,4000000,12,12,2008,USA,0
750,tt0929425,gomorrah,2008,0,7,43807,6200000,10,4,2009,USA,0
751,tt0361748,inglourious basterds,2009,1,8.3,1132310,75000000,21,8,2009,USA,0
752,tt1174732,an education,2009,1,7.3,123573,4500000,5,2,2010,USA,0
753,tt1136608,district 9,2009,1,7.9,607509,30000000,14,8,2009,USA,0
754,tt1193138,up in the air,2009,1,7.4,302242,25000000,23,12,2009,USA,0
755,tt1305806,the secret in their eyes,2009,0,8.2,174491,2000000,21,5,2010,USA,0
756,tt0499549,avatar,2009,1,7.8,1052685,237000000,18,12,2009,USA,0
757,tt1149362,the white ribbon,2009,0,7.8,63212,12000000,5,3,2010,USA,0
758,tt1019452,a serious man,2009,1,7.1,122704,7000000,6,11,2009,USA,0
759,tt0929632,precious,2009,1,7.3,100643,10000000,20,11,2009,USA,0
760,tt1235166,a prophet,2009,1,7.9,88500,12000000,26,3,2010,USA,0
761,tt0947798,black swan,2010,1,8,653137,13000000,17,12,2010,USA,0
762,tt1399683,winter's bone,2010,0,7.2,128333,2000000,16,7,2010,USA,0
763,tt0842926,the kids are all right,2010,0,7,121037,3500000,30,7,2010,USA,0
764,tt1255953,incendies,2010,1,8.3,125913,6800000,12,1,2011,France,0
765,tt0964517,the fighter,2010,0,7.8,318269,25000000,17,12,2010,USA,0
766,tt0435761,toy story 3,2010,1,8.3,694179,200000000,18,6,2010,USA,0
767,tt1285016,the social network,2010,0,7.7,572315,40000000,1,10,2010,USA,0
768,tt1403865,true grit,2010,1,7.6,286285,38000000,22,12,2010,USA,0
769,tt1375666,inception,2010,1,8.8,1858372,160000000,16,7,2010,USA,0
770,tt1832382,a separation,2011,1,8.3,199577,500000,16,3,2011,Iran,0
771,tt0478304,the tree of life,2011,0,6.8,157051,32000000,17,5,2011,France,0
772,tt0970179,hugo,2011,1,7.5,286221,150000000,23,11,2011,USA,0
773,tt1033575,the descendants,2011,0,7.3,224245,20000000,9,12,2011,USA,0
774,tt1605783,midnight in paris,2011,1,7.7,358846,17000000,10,6,2011,USA,0
775,tt1568911,war horse,2011,1,7.2,137283,66000000,25,12,2011,USA,0
776,tt1210166,moneyball,2011,1,7.6,329297,50000000,23,9,2011,USA,0
777,tt1827512,the kid with a bike,2011,0,7.4,24749,6449020,18,5,2011,Belgium,0
778,tt1527186,melancholia,2011,1,7.2,154507,7400000,26,5,2011,Denmark,0
779,tt1045658,silver linings playbook,2012,1,7.7,624067,21000000,25,12,2012,USA,0
780,tt1560747,the master,2012,0,7.1,132778,32000000,21,9,2012,USA,0
781,tt2076220,holy motors,2012,1,7.1,37183,4000000,4,7,2012,France,0
782,tt2125435,beasts of the southern wild,2012,1,7.3,77669,1800000,5,7,2012,Russia,0
783,tt1790885,zero dark thirty,2012,1,7.4,252840,40000000,11,1,2013,USA,0
784,tt0443272,lincoln,2012,1,7.4,230035,65000000,16,11,2012,USA,0
785,tt0454876,life of pi,2012,1,7.9,539926,120000000,21,11,2012,USA,0
786,tt1707386,les misérables,2012,0,7.6,287802,61000000,25,12,2012,USA,0
787,tt1602620,amour,2012,1,7.9,85484,8900000,20,9,2012,Germany,0
788,tt1798709,her,2013,1,8,472303,23000000,10,1,2014,USA,0
789,tt2358891,the great beauty,2013,0,7.8,72859,9200000,14,3,2014,USA,0
790,tt1535109,captain phillips,2013,1,7.8,390168,55000000,11,10,2013,USA,0
791,tt0993846,the wolf of wall street,2013,0,8.2,1046809,100000000,25,12,2013,USA,0
792,tt2718492,ida,2013,1,7.4,47210,2600000,25,10,2013,Poland,0
793,tt2278871,blue is te warmest colour,2013,0,7.8,125668,4000000,9,10,2013,France,0
794,tt1821549,nebraska,2013,1,7.7,105746,12000000,24,1,2014,USA,0
795,tt2042568,inside llewyn davis,2013,1,7.5,124737,11000000,10,1,2014,USA,0
796,tt1454468,gravity,2013,1,7.7,715632,100000000,4,10,2013,USA,0
797,tt3409392,timbuktu,2014,0,7.2,14823,2527835,10,12,2014,France,0
798,tt2737050,"two days, one night",2014,1,7.3,41520,7000000,21,5,2014,Belgium,0
799,tt2278388,the grand budapest hotel,2014,0,8.1,639282,25000000,28,3,2014,USA,0
800,tt2802154,leviathan,2014,1,7.6,43633,3376014,5,2,2015,Russia,0
801,tt5130912,birdman,2014,1,4.9,156,18000000,17,10,2014,USA,0
802,tt2179136,american sniper,2014,1,7.3,404847,58800000,16,1,2015,USA,0
803,tt2582802,whiplash,2014,1,8.5,625238,3300000,15,10,2014,Philippines,0
804,tt2084970,the imitation game,2014,0,8,626329,14000000,25,12,2014,USA,0
805,tt1065073,boyhood,2014,1,7.9,317218,4000000,15,8,2014,USA,0
806,tt2872718,nightcrawler,2014,1,7.9,409645,8500000,31,10,2014,USA,0
807,tt2096673,inside out,2015,1,8.2,543657,175000000,19,6,2015,USA,0
808,tt1596363,the big short,2015,0,7.8,313060,28000000,23,12,2015,USA,0
809,tt3659388,the martian,2015,0,8,687706,108000000,2,10,2015,USA,0
810,tt2402927,carol,2015,1,7.2,101870,11800000,15,1,2016,USA,0
811,tt1663202,the revenant,2015,0,8,628634,135000000,8,1,2016,USA,0
812,tt3808342,son of saul,2015,0,7.5,39587,951973,11,6,2015,Hungary,0
813,tt2381111,brooklyn,2015,1,7.5,118111,11000000,25,11,2015,USA,0
814,tt3170832,room,2015,1,8.2,321254,13000000,22,1,2016,USA,0
815,tt1392190,mad max: fury road,2015,1,8.1,788663,150000000,15,5,2015,USA,0
816,tt3716530,elle,2016,1,7.1,55191,9000000,11,11,2016,USA,0
817,tt2582782,hell or high water,2016,1,7.6,178935,12000000,26,8,2016,USA,0
818,tt4016934,the handmaiden,2016,0,8.1,81469,8307800,1,6,2016,South,0
819,tt2671706,fences,2016,1,7.2,87906,24000000,25,12,2016,USA,0
820,tt2543164,arrival,2016,1,7.9,522937,47000000,11,11,2016,USA,0
821,tt4048272,toni erdmann,2016,1,7.4,38538,3000000,25,12,2016,USA,0
822,tt4034228,manchester by the sea,2016,1,7.8,217220,8500000,16,12,2016,USA,0
823,tt3783958,la la land,2016,1,8,441214,30000000,25,12,2016,USA,0
824,tt5186714,the salesman,2016,0,7.8,42225,1234000,31,8,2016,Iran,0
825,tt6135348,bpm (beats per minute),2017,0,7.5,10758,6200000,23,8,2017,France,0
826,tt5052448,get out,2017,1,7.7,411851,5000000,24,2,2017,USA,0
827,tt6294822,the post,2017,0,7.2,110086,50000000,12,1,2018,USA,0
828,tt4925292,lady bird,2017,1,7.4,181757,10000000,1,12,2017,USA,0
829,tt4995790,the square,2017,0,7.2,45029,5500000,25,8,2017,Sweden,0
830,tt5027774,"three billboards outside ebbing, missouri",2017,1,8.2,352196,15000000,1,12,2017,USA,0
831,tt5013056,dunkirk,2017,1,7.9,474420,100000000,21,7,2017,USA,0
832,tt6304162,the square,2017,0,7.7,24008,6000000,1,6,2017,Russia,0
833,tt5726616,call me by your name,2017,1,7.9,157979,4000000,19,1,2018,USA,0
834,tt5083738,the favourite,2018,0,7.6,123536,15000000,21,12,2018,USA,0
835,tt8267604,capernaum,2018,0,8.5,23529,4000000,20,9,2018,Lebanon,0
836,tt1825683,black panther,2018,1,7.3,530208,200000000,16,2,2018,USA,0
837,tt1517451,a star is born,2018,1,7.7,264944,36000000,5,10,2018,USA,0
838,tt7125860,if beale street could talk,2018,1,7.2,27870,12000000,25,12,2018,USA,0
839,tt8075192,shoplifters,2018,1,8,34399,200000,23,11,2018,USA,0
840,tt6966692,green book,2018,1,8.2,226046,23000000,16,11,2018,USA,1
841,tt6543652,cold war,2018,1,7.6,35080,4300000,22,3,2019,USA,0
842,tt6155172,roma,2018,1,7.8,110503,15000000,21,11,2018,USA,0
843,tt7349662,blackkklansman,2018,1,7.5,157321,15000000,10,8,2018,USA,0
844,tt8991268,honeyland,2019,0,8.1,268,31381,26,7,2019,USA,0
845,tt4154796,avengers: endgame,2019,0,8.7,505154,356000000,26,4,2019,USA,0
846,tt2139881,long shot,2019,0,7,30437,40000000,3,5,2019,USA,0
847,tt3513498,the lego movie 2: the second part,2019,0,6.7,35554,100000000,8,2,2019,USA,0
848,tt9358044,hail satan?,2019,0,7,1063,60000,17,4,2019,USA,0
849,tt6920356,the souvenir,2019,0,6.7,1387,150000,30,8,2019,UK,0
850,tt8923482,one child nation,2019,0,7.7,148,2500000,9,8,2019,USA,0
851,tt0448115,shazam!,2019,0,7.2,156205,100000000,5,4,2019,USA,0
852,tt9358052,knock down the house,2019,0,6.8,6576,8500000,1,5,2019,USA,0
853,tt4154664,captain marvel,2019,1,7,338675,152000000,8,3,2019,USA,0
854,tt2386490,how to train your dragon: the hidden world,2019,1,7.6,69165,129000000,22,2,2019,USA,0
855,tt6857112,us,2019,0,7,134194,20000000,22,3,2019,USA,0
856,tt8760684,apollo 11,2019,0,8.3,9252,40000000,26,6,2019,Belgium,0
857,tt5952594,the mustang,2019,0,6.9,4442,8000000,19,6,2019,France,0
858,tt8080302,penguins,2019,0,6.8,585,150000000,17,4,2019,USA,0
859,tt5577494,clemency,2019,0,5.1,110,4645000,27,12,2019,USA,0
860,tt0837563,pet sematary,2019,0,5.8,50584,21000000,5,4,2019,USA,0
861,tt6513120,fighting with my family,2019,1,7.2,34924,11000000,22,2,2019,USA,0